EvidenceID,CaseID,Type,Description,CollectedBy,DateCollected
E4496,C2245,Fingerprints,Common south air only,D1099,2023-12-31
E4497,C1262,CCTV,Alone interview say,D1169,2022-06-11
E4498,C2134,DNA,Note if financial support,D1037,2024-04-10
E4499,C2323,DNA,Property provide job look cultural,D1035,2025-03-20
E4500,C1244,DNA,Loss team each,D1054,2022-05-29
E4501,C1637,Witness Statement,Evidence training college raise by,D1009,2025-01-28
E4502,C2156,Document,Official different democratic,D1023,2023-03-21
E4503,C1061,CCTV,Human gas team,D1066,2022-12-08
E4504,C2348,Fingerprints,Music team all determine standard,D1151,2023-07-18
E4505,C1365,Fingerprints,Piece state some relate,D1114,2023-05-25
E4506,C1765,Fingerprints,Require turn commercial sense,D1016,2022-11-24
E4507,C2544,CCTV,Agent out Mr,D1163,2023-05-27
E4508,C1383,DNA,Be ever because time sell front,D1142,2022-06-10
E4509,C2030,CCTV,Continue store police house,D1162,2022-11-15
E4510,C2142,CCTV,Record population decide,D1081,2023-10-06
E4511,C2745,CCTV,Difference every budget operation,D1025,2023-02-03
E4512,C1843,CCTV,Chance scientist consider upon,D1174,2022-12-20
E4513,C2537,Witness Statement,Why personal reveal need identify cost,D1012,2023-06-22
E4514,C1661,Weapon,Fear break century voice thing,D1081,2022-06-24
E4515,C2105,CCTV,Significant right stock industry,D1044,2024-10-07
E4516,C2185,Weapon,Enter plan air loss suffer,D1077,2024-04-10
E4517,C2644,Fingerprints,He chance story,D1157,2022-06-01
E4518,C2001,Document,Animal size increase unit without western,D1078,2022-07-13
E4519,C1663,DNA,Finish significant training,D1086,2023-09-29
E4520,C1036,DNA,Current cell feel catch rise bit,D1015,2024-02-08
E4521,C1046,Fingerprints,Four item thing great,D1104,2023-03-01
E4522,C2798,DNA,State any plant get attack campaign,D1012,2025-01-05
E4523,C2685,CCTV,Tend fact ask your opportunity plan,D1004,2023-06-16
E4524,C1929,Fingerprints,Try always measure green staff,D1034,2022-10-04
E4525,C1845,Document,Full argue along change must authority,D1060,2024-04-02
E4526,C1276,Witness Statement,Arm card power great American,D1192,2023-10-17
E4527,C1768,CCTV,Candidate long like use nice,D1081,2025-01-24
E4528,C1957,CCTV,After series fall,D1044,2022-07-22
E4529,C1555,Fingerprints,Least really stay evidence southern,D1133,2023-07-03
E4530,C2084,Document,Page explain follow,D1193,2022-07-06
E4531,C1137,DNA,Population perhaps their,D1100,2022-06-13
E4532,C1353,Document,Near stuff sense despite level difference,D1169,2022-11-20
E4533,C2432,DNA,Kid allow second system,D1050,2024-07-27
E4534,C2996,Document,Idea place customer allow certainly,D1034,2023-11-15
E4535,C1679,Weapon,Cultural town cost her activity him,D1106,2022-11-06
E4536,C2319,CCTV,Check role across western,D1181,2022-11-02
E4537,C1785,DNA,Establish garden girl,D1105,2023-08-18
E4538,C2412,Fingerprints,Brother serve education there difference,D1034,2022-05-02
E4539,C1257,Document,Industry name both way my,D1184,2023-11-30
E4540,C1310,Fingerprints,Condition write safe child bank,D1063,2023-10-16
E4541,C2967,Document,Provide must prove bad,D1142,2022-05-21
E4542,C2560,Fingerprints,Sister TV child early,D1178,2022-06-09
E4543,C2715,Witness Statement,Door along hold experience,D1172,2023-10-12
E4544,C2662,Weapon,Pay fine full,D1167,2023-09-27
E4545,C1458,Fingerprints,Forward more too,D1036,2022-08-02
E4546,C2927,CCTV,Stuff which level,D1022,2023-10-11
E4547,C1873,Witness Statement,Have world either us,D1167,2024-08-18
E4548,C1207,Weapon,Seat call week condition,D1186,2025-04-16
E4549,C1788,Weapon,Save current future skin,D1180,2025-01-01
E4550,C1552,Document,They several have view,D1030,2023-08-21
E4551,C2990,Witness Statement,Also participant bring southern,D1159,2025-04-22
E4552,C2586,Weapon,Class meet send others,D1181,2024-03-07
E4553,C2260,Document,Natural discussion whom receive person,D1064,2025-01-01
E4554,C2079,Weapon,Ball than along those rest dog hear,D1187,2022-07-13
E4555,C2026,Document,Soon or for prevent new parent,D1039,2025-03-17
E4556,C1075,Witness Statement,Again various might,D1114,2024-11-11
E4557,C1929,CCTV,Election purpose though friend population notice,D1149,2023-08-01
E4558,C1003,Weapon,Film choose second return because,D1108,2023-04-06
E4559,C1821,Weapon,Rule according hospital black,D1176,2022-09-21
E4560,C1449,Document,Or measure watch nearly similar,D1004,2022-11-11
E4561,C1086,Document,Agree last gun fact peace out,D1057,2023-09-05
E4562,C1987,DNA,Western machine risk,D1187,2022-11-07
E4563,C1798,Weapon,Myself out across final include,D1144,2024-11-21
E4564,C1496,Fingerprints,Kind detail decade fire new rather,D1130,2025-01-31
E4565,C2998,DNA,Player site poor mother economy,D1138,2022-07-28
E4566,C1832,DNA,Relationship where move,D1022,2024-07-04
E4567,C2333,Witness Statement,Tough of board,D1080,2022-07-20
E4568,C1867,CCTV,President rich modern,D1088,2023-09-09
E4569,C1916,Weapon,Issue tend tend allow,D1081,2022-09-29
E4570,C2239,Fingerprints,Student network nearly,D1022,2022-05-07
E4571,C2004,Witness Statement,Plant from agent relate sea agent,D1026,2024-07-13
E4572,C1718,Fingerprints,Three it full drop week,D1132,2023-04-16
E4573,C2288,Weapon,Writer ability item energy,D1158,2024-10-19
E4574,C1389,Document,Learn face teach participant feel,D1163,2024-02-29
E4575,C2425,CCTV,Daughter officer operation,D1103,2025-03-27
E4576,C2252,DNA,Chance consumer approach,D1021,2025-02-06
E4577,C2889,Weapon,Something form travel democratic they,D1047,2024-05-13
E4578,C2132,Fingerprints,Seven court sense very,D1010,2022-05-04
E4579,C2434,Witness Statement,Paper this new,D1185,2022-06-03
E4580,C2156,Fingerprints,Occur third artist upon down including,D1095,2022-07-31
E4581,C2844,Fingerprints,Happy person agency kitchen social,D1078,2025-01-30
E4582,C2951,DNA,Any research study notice the,D1000,2024-07-06
E4583,C1901,Fingerprints,Authority believe economic matter,D1026,2023-11-13
E4584,C2789,Document,Country represent form country should minute,D1008,2024-07-15
E4585,C1429,Fingerprints,Inside when subject person issue,D1189,2023-07-31
E4586,C2954,CCTV,Officer possible agent them especially,D1011,2024-03-04
E4587,C1354,Witness Statement,Special year follow,D1089,2023-11-07
E4588,C1043,Fingerprints,Available able official thank close,D1162,2022-11-09
E4589,C1913,Fingerprints,Low everybody always agree change note,D1171,2023-06-04
E4590,C2560,DNA,Free hard hour onto,D1142,2024-06-27
E4591,C1044,Document,Notice cover manager year speech clear,D1121,2025-01-23
E4592,C1748,Weapon,Image fund sort relationship Mrs,D1135,2025-02-24
E4593,C1734,Witness Statement,Whom place usually,D1000,2025-04-16
E4594,C2671,Weapon,Foreign voice situation chance mouth compare,D1116,2023-02-01
E4595,C2408,Weapon,Hope than major street discover,D1081,2022-05-12
E4596,C2837,DNA,Our pull about Mr offer,D1142,2022-12-22
E4597,C1116,DNA,Window skill must before true,D1022,2025-03-30
E4598,C2292,Fingerprints,Candidate institution bed meeting,D1164,2024-08-01
E4599,C2533,Weapon,Poor owner hotel mind program wall,D1019,2022-11-03
E4600,C2466,DNA,Should stock still describe,D1110,2023-11-03
E4601,C1693,Document,Where ten family machine onto rather,D1055,2023-02-09
E4602,C2811,Weapon,Eat claim discuss box player outside,D1151,2023-12-06
E4603,C1941,DNA,Action collection certain audience upon,D1042,2022-07-12
E4604,C1890,Document,Ball you usually lose research travel,D1131,2024-03-09
E4605,C2307,DNA,Outside that case wife defense administration,D1178,2023-09-06
E4606,C1132,DNA,Matter station number old child,D1012,2023-12-11
E4607,C2370,DNA,Discussion forget leave help according,D1077,2022-09-02
E4608,C2446,DNA,Leg central other offer,D1177,2024-08-13
E4609,C1155,DNA,Boy least energy attention star fast,D1064,2022-11-04
E4610,C2058,CCTV,Attention he almost final real,D1158,2023-10-16
E4611,C2194,Weapon,Create catch young may model,D1139,2022-10-09
E4612,C2314,Weapon,Despite artist action trial,D1095,2023-04-11
E4613,C1912,Witness Statement,Beautiful use huge reduce,D1088,2023-12-31
E4614,C1645,CCTV,Plant budget chair technology quality minute,D1025,2024-03-18
E4615,C2097,Document,Actually often them,D1025,2022-05-19
E4616,C2963,Weapon,Simply rise hit add thousand,D1067,2022-12-13
E4617,C1563,Fingerprints,Series successful back part myself at,D1104,2025-03-20
E4618,C1073,Fingerprints,Book short computer sort spring,D1106,2023-08-17
E4619,C1742,Fingerprints,Billion act against conference,D1157,2025-02-02
E4620,C1338,Fingerprints,Benefit question turn project,D1074,2025-02-16
E4621,C1189,Weapon,Treatment whom plant face experience,D1026,2024-06-29
E4622,C1309,DNA,Cell subject early on,D1182,2023-08-07
E4623,C1099,Fingerprints,Agree herself question,D1071,2022-09-10
E4624,C2202,Weapon,Region parent woman perhaps tax particularly,D1123,2024-04-01
E4625,C1125,CCTV,Read name information drop husband,D1199,2024-12-04
E4626,C2674,DNA,Conference raise perform her economy,D1058,2024-03-20
E4627,C2007,Fingerprints,Information enter day possible,D1017,2023-08-29
E4628,C2740,Witness Statement,Cause radio find push,D1148,2024-06-21
E4629,C2398,DNA,Participant want provide will member reflect,D1050,2025-01-08
E4630,C1735,DNA,Mean professor study factor common financial,D1108,2023-01-03
E4631,C2661,Document,Finally political himself value instead discover,D1161,2023-05-07
E4632,C1239,CCTV,Focus it before available may listen,D1039,2022-12-16
E4633,C1611,CCTV,Respond worry sit,D1084,2022-04-29
E4634,C2892,Fingerprints,Before experience find alone six reach,D1003,2023-10-03
E4635,C1836,Weapon,Set each create science science final,D1025,2023-07-20
E4636,C1275,CCTV,Professor performance pretty city,D1028,2022-08-01
E4637,C1257,Witness Statement,Marriage house media,D1191,2023-01-06
E4638,C2319,Fingerprints,Off cold college,D1173,2024-02-12
E4639,C1335,Fingerprints,Lawyer friend minute,D1032,2024-04-28
E4640,C2066,Weapon,Million well low,D1073,2024-04-10
E4641,C2324,DNA,Break note return instead,D1134,2024-01-06
E4642,C1542,Document,Defense expert behind we beautiful,D1185,2024-08-14
E4643,C2348,Weapon,Respond upon thousand,D1092,2024-08-24
E4644,C1769,Weapon,Present listen nation theory Congress,D1018,2023-08-09
E4645,C2193,DNA,Western against civil likely create number,D1167,2022-09-17
E4646,C1316,Fingerprints,Light fire west bad exactly suggest,D1126,2024-07-30
E4647,C2839,Weapon,Worker similar he industry,D1099,2022-12-18
E4648,C1664,CCTV,Summer section purpose while yourself anything,D1023,2023-02-25
E4649,C2316,CCTV,Medical best whom security night,D1023,2023-10-31
E4650,C2417,Fingerprints,Skin miss sell,D1023,2023-05-13
E4651,C2508,CCTV,At cover see where,D1055,2025-02-03
E4652,C1448,DNA,Check woman movement,D1177,2024-09-24
E4653,C2016,CCTV,Second dog television half,D1023,2022-05-02
E4654,C1934,Document,Light money still,D1066,2024-12-18
E4655,C2365,CCTV,Head remember night theory leader what,D1140,2025-04-07
E4656,C1772,CCTV,Stuff bit administration your,D1056,2024-01-03
E4657,C2801,Witness Statement,Real listen tell upon,D1037,2025-02-01
E4658,C2278,Witness Statement,More change any fish work consider,D1071,2023-02-15
E4659,C2688,Witness Statement,Magazine buy cup,D1061,2024-07-27
E4660,C1386,Weapon,Ago past put blue toward,D1196,2024-01-10
E4661,C1732,CCTV,Them class physical activity,D1164,2022-06-20
E4662,C1485,Document,Part minute finish different early,D1041,2025-02-02
E4663,C1425,Document,Stop gun often,D1053,2023-12-22
E4664,C2713,Fingerprints,Necessary direction serve star resource,D1001,2022-09-24
E4665,C1572,DNA,Thing sell billion case pattern shoulder,D1007,2023-07-15
E4666,C2149,Weapon,Themselves course suffer specific wrong,D1158,2024-09-09
E4667,C1535,CCTV,Process behavior financial change miss,D1047,2024-02-09
E4668,C1991,Fingerprints,Among no find set trouble,D1024,2025-02-04
E4669,C1056,Fingerprints,Process push husband anyone strategy,D1057,2022-06-05
E4670,C1529,Fingerprints,Or personal reveal particular these fall,D1077,2024-11-17
E4671,C2268,Fingerprints,Year music wrong night,D1055,2025-04-18
E4672,C1164,DNA,Company a north not,D1176,2025-01-10
E4673,C2764,Witness Statement,Kind about next such detail,D1143,2024-10-30
E4674,C1082,Document,Read factor establish central,D1027,2024-03-21
E4675,C2825,Weapon,Hit color his home,D1143,2023-03-13
E4676,C1947,DNA,Service this interesting author,D1062,2024-04-12
E4677,C2147,Weapon,Include situation morning,D1131,2022-10-04
E4678,C2225,CCTV,Lot treat land today possible,D1157,2023-01-14
E4679,C1297,CCTV,Product likely because media owner together plant,D1127,2023-06-04
E4680,C1689,Witness Statement,Keep interview next,D1101,2023-12-20
E4681,C2859,CCTV,Six whose item scientist bag,D1125,2024-07-29
E4682,C1985,DNA,Administration nor wife bring well conference,D1194,2024-04-02
E4683,C1524,DNA,Sound include prove performance,D1187,2022-10-19
E4684,C1896,Witness Statement,Special own each true western next,D1128,2024-03-12
E4685,C2716,Weapon,Drop child yes new compare,D1105,2023-05-27
E4686,C2960,Weapon,To second close wish ask movement,D1048,2023-03-20
E4687,C1463,CCTV,Provide subject issue drive,D1046,2023-08-22
E4688,C1452,Document,Data us create professional,D1190,2022-08-20
E4689,C1008,Witness Statement,Offer but there my,D1179,2024-12-08
E4690,C2191,Witness Statement,Significant church across,D1006,2024-04-25
E4691,C2827,Weapon,One trial television interview mission off,D1128,2023-02-15
E4692,C1546,Fingerprints,President relationship group raise,D1081,2023-10-16
E4693,C2674,Witness Statement,Low son contain staff represent,D1026,2023-08-02
E4694,C1214,DNA,Hold majority chair benefit enter,D1031,2022-10-26
E4695,C1711,Document,Civil suggest woman send to each,D1095,2025-04-02
E4696,C1718,DNA,Southern entire important onto former consumer,D1046,2023-08-01
E4697,C2972,Witness Statement,Board as whom stand leader opportunity,D1112,2025-03-03
E4698,C2713,DNA,Century information call trip,D1137,2024-09-13
E4699,C2554,DNA,Yeah we shake strong reality right,D1032,2023-06-01
E4700,C1131,Weapon,Behind commercial option but,D1051,2022-06-19
E4701,C1809,Fingerprints,Tv heart family parent,D1014,2024-08-10
E4702,C1624,Fingerprints,Page rise notice let explain thousand,D1099,2022-10-03
E4703,C2033,CCTV,His policy goal something sure,D1078,2022-06-09
E4704,C2594,Fingerprints,Life reality play,D1178,2024-09-12
E4705,C1873,Fingerprints,Form just any official,D1067,2022-12-28
E4706,C1108,Witness Statement,Seven but community sister suffer attorney,D1117,2022-09-21
E4707,C1356,DNA,Suggest first certainly area,D1098,2022-09-12
E4708,C1257,Weapon,Guy day week type we,D1159,2023-12-23
E4709,C2390,Witness Statement,Response pattern figure require,D1053,2024-06-02
E4710,C1554,Document,Trial relationship son section quite,D1187,2023-07-18
E4711,C1737,Document,Safe foreign the,D1186,2023-02-16
E4712,C1510,Fingerprints,Summer ability though price figure,D1175,2023-10-30
E4713,C2559,Fingerprints,Discuss spring woman,D1193,2023-04-01
E4714,C2083,Document,Fact two movie,D1175,2024-04-08
E4715,C2341,Document,Professor above leader like similar in,D1166,2023-02-14
E4716,C2017,Weapon,Beyond as explain foreign green weight,D1082,2022-10-26
E4717,C1688,Document,Tv head oil heart draw,D1193,2022-05-16
E4718,C2250,Document,Approach voice know,D1033,2024-05-20
E4719,C2163,Document,Big painting available pick democratic class,D1182,2023-06-06
E4720,C1581,CCTV,Kitchen least recognize base everybody out,D1125,2023-01-17
E4721,C2811,Fingerprints,Girl measure fund avoid,D1063,2024-06-05
E4722,C1721,CCTV,Those high you human wife administration,D1176,2022-08-23
E4723,C2693,Witness Statement,Standard friend once place,D1175,2023-11-15
E4724,C1370,Witness Statement,Will road exist sister,D1106,2023-02-16
E4725,C1306,DNA,Remember great impact also central score,D1058,2023-11-08
E4726,C1521,Weapon,Ahead often especially,D1064,2023-03-10
E4727,C1601,Weapon,Source idea establish,D1122,2022-10-18
E4728,C2653,Document,Effect entire message process remain,D1106,2023-12-06
E4729,C1746,Document,Job goal show food bank,D1100,2024-07-03
E4730,C1654,Fingerprints,Mr collection less,D1019,2023-06-18
E4731,C2259,Witness Statement,Me herself author,D1005,2022-08-10
E4732,C2038,CCTV,International member build be onto,D1042,2023-09-30
E4733,C1405,Weapon,Fire arrive resource need,D1170,2023-09-21
E4734,C1890,Witness Statement,Radio modern tell,D1065,2023-07-13
E4735,C2506,Fingerprints,Others though Mrs phone,D1118,2024-12-16
E4736,C1057,Witness Statement,Instead strategy subject mission,D1153,2022-04-29
E4737,C2409,CCTV,Beat born face best think,D1110,2023-04-16
E4738,C1561,Fingerprints,Husband begin determine special,D1195,2024-04-29
E4739,C2665,CCTV,Worker democratic others goal,D1186,2024-07-02
E4740,C2876,DNA,Since then spend trip,D1151,2022-10-06
E4741,C1888,Fingerprints,Church education learn,D1005,2023-01-21
E4742,C1008,DNA,Heart news dark,D1039,2024-06-12
